Nombre Municipio o Total Provincial y/o CC.AA.;Código INE;Población  2012;Población  2011;Población  2010;Población  2009;Población  2008;Población  2007;Población  2006;Población  2005;Población varones;Población mujeres;Población españoles;Población extranjeros;Variación población 07-12 (Absoluta);Variación población españoles 07-12 (absoluta);Variación población extranjera 07-12 (absoluta);Variación población 07-12 (%);Ritmo de crecimiento medio anual de la población 07-12;Extensión (km2);Paro registrado en % s/población potencialmente activa 2012;% Paro de varones;% Paro de mujeres;% Paro de 16 a 24 años;% Paro de 25 a 49 años;% Paro de 50 a 64 años;Cuota de mercado  2012 ;Teléfonos  fijos 2012;Variación teléfonos fijos 07-12 (%);Líneas de banda ancha  2012;Vehículos de motor  2012;Automóviles  2012;Camiones y furgonetas  2012;Otros vehículos de motor 2012;Motocicletas;Autobuses;Tractores  industriales;Resto vehículos de motor;Variación total vehículos de motor 07-12 (%);Variación automóviles 07-12 (%);Variación camiones y furgonetas 07-12 (%);Variación otros vehículos de motor 07-12 (%);Oficinas de entidades de depósito  2013;Variación oficinas entidades de depósito 08-13 (Absoluta);Actividades industriales (industria y construcción);Actividades industriales: industria;Energía y agua;"Extracción y transf. min.energ y deriv.; ind.quím";"Industrias transf. de metales; mec. precisión";Industrias manufactureras;Actividades industriales: construcción;Variación actividades industriales 07-12 (%);Actividades comerciales mayoristas;"Materias primas agrarias; alim., bebidas y tabaco";Textiles, confección, calzado y artículos de cuero;"Productos farmac; perfum. y mant. hogar";Comercio al por mayor de art. consumo duradero;Comercio al por mayor interindustrial;Otro comercio al por mayor interindustrial;Otro comercio al por mayor no especificado;Variación actividades comerciales mayoristas 07-12 (%);Actividades comerciales minoristas  2012;Act. com. alimentación;Act. com. tradicional;Act. com. supermercados;Act. com. total no alimentación;Act. com vestido y calzado;Act. com. hogar;Act. com. resto no alimentación;Act. com. c. mixto y otros;Act. com. grandes almacenes;Act. com. hipermercados;Act. com. almacenes populares;Act. com. ambulante y mercadillos;Act. com otro comercio;Variación actividades comerciales minoristas 07-12 (%);Superficie-m2 actividades comerciales minoristas;Superficie-m2 alimentación;Superficie-m2 com. tradicional alim.;Superficie-m2 supermercados;Superficie-m2 total no alimentación;Superficie-m2 vestido y calzado;Superficie-m2 hogar;Superficie-m2 resto no alimentación;Superficie-m2 c. mixto y otros;Superficie-m2 grandes almacenes;Superficie-m2 hipermercados;Superficie-m2 almacenes populares;Superficie-m2 otro comercio;Centros comerciales;Superficie-m2 Centros comerciales  2012;Actividades de restauración y bares;Variación actividades de restauración y bares 07-12 (%);Índice industrial;Índice comercial;Índice comercial mayorista;Índice comercial minorista;Índice de restauración y bares;Índice turístico;Índice turístico 2006;Índice actividad económica;Índice actividad económica 2006
Alcalá del Valle;11002;5.262;5.294;5.319;5.300;5.363;5.372;5.382;5.355;2.662;2.600;5.220;42;-110;-118;8;-2,0;-0,4;47;10,2;13,3;6,7;10,1;11,0;8,4;10;463;-50,3;197;3.300;2.209;734;356;66;9;5;277;8,7;8,5;12,4;2,6;3;-1;30;15;0;1;3;11;15;-15,8;6;4;1;0;1;0;0;0;-14,3;73;34;25;9;30;7;10;13;9;0;0;0;3;6;-30,5;2.614;764;389;375;1.481;330;243;908;369;0;0;0;369;0;n.d.;25;-21,2;3;4;2;6;5;1;0;3;4
Alcalalí;03006;1.433;1.433;1.524;1.507;1.500;1.395;1.418;1.352;722;711;584;849;38;4;34;2,7;0,5;14;8,1;9,4;6,5;4,3;12,0;5,8;3;577;-20,4;332;1.213;834;203;175;78;0;0;98;6,6;5,7;1,0;18,9;0;-1;40;6;1;0;2;3;34;-29,2;1;1;0;0;0;0;0;0;n.s.;13;7;7;0;3;0;1;2;3;0;0;0;0;3;-50,9;1.064;436;436;0;548;0;413;135;80;0;0;0;80;0;n.d.;6;-57,1;1;0;0;1;1;0;0;1;1
Alcanar;43004;10.658;10.601;10.545;10.570;10.510;9.969;9.620;9.311;5.520;5.138;7.587;3.071;689;-98;787;6,9;1,3;47;9,3;10,1;8,5;4,1;10,1;10,3;24;4.285;21,4;2.537;8.332;4.988;2.115;1.208;519;0;41;669;8,6;10,2;5,0;9,0;7;-1;93;25;2;2;10;11;68;-5,7;44;31;1;1;2;0;9;0;-16,9;174;65;61;4;89;18;18;53;20;0;0;2;1;17;-26,5;18.801;1.942;1.391;551;13.410;750;3.740;8.920;3.449;0;0;1.557;1.892;0;n.d.;81;-22,1;67;13;14;12;18;5;6;29;28
Alcantarilla;30005;41.381;41.568;41.326;41.084;40.458;39.636;38.584;37.439;20.498;20.883;37.029;4.352;1.745;1.178;567;4,4;0,9;16;18,9;18,3;19,4;13,3;20,6;18,4;81;14.062;16,0;8.413;28.699;19.393;3.833;5.542;2.407;10;204;2.852;5,3;6,7;-1,4;5,6;23;-5;456;285;10;26;120;129;171;-16,4;239;87;16;21;44;8;42;21;-7,9;533;122;99;23;373;102;86;185;38;0;0;1;9;28;-26,7;71.045;17.033;4.340;12.693;48.933;5.683;17.872;25.378;5.079;0;0;1.775;3.304;0;n.d.;187;-20,1;65;98;151;58;65;0;1;59;56
Alcàntera de Xúquer;46016;1.361;1.400;1.432;1.444;1.446;1.397;1.384;1.374;678;683;1.245;116;-36;-105;69;-2,6;-0,5;3;15,7;15,7;15,1;17,9;17,3;11,2;3;352;-18,1;206;1.091;689;166;241;76;0;8;152;7,4;9,4;3,1;4,9;2;0;23;12;1;3;3;5;11;-8,8;9;6;0;0;1;0;2;0;-25,0;23;8;5;3;9;1;4;4;6;0;0;0;0;6;-63,5;5.948;2.297;184;2.113;2.150;27;1.654;469;1.501;0;0;0;1.501;0;n.d.;4;-71,4;1;3;3;2;1;0;0;1;1
Alcàsser;46015;9.544;9.439;9.309;9.103;8.925;8.716;8.505;8.351;4.838;4.706;8.650;894;828;594;234;9,5;1,8;9;15,9;15,7;16,3;12,2;16,6;16,4;19;2.831;-17,1;1.435;6.467;4.593;917;975;488;20;33;416;7,0;9,9;-3,5;4,5;9;1;169;110;8;13;21;68;59;-17,0;43;13;2;1;12;4;9;2;15,8;94;33;29;4;54;6;14;34;7;0;0;0;2;5;-32,9;17.409;5.511;709;4.802;11.231;375;1.931;8.925;667;0;0;0;667;0;n.d.;30;-37,3;21;15;23;9;9;0;0;13;15
Alcaucín;29002;2.817;2.753;2.668;2.576;2.469;2.286;2.086;1.917;1.418;1.399;1.516;1.301;531;74;457;23,2;4,3;45;11,4;14,3;8,9;18,9;14,4;5,4;6;528;-23,7;161;1.958;1.124;550;271;101;1;4;178;18,2;23,8;3,6;30,3;2;1;30;8;0;1;0;7;22;-17,4;2;2;0;0;0;0;0;0;0,0;19;5;5;0;8;0;3;5;6;0;0;0;1;5;-42,5;5.711;519;519;0;4.641;0;572;4.069;551;0;0;0;551;0;n.d.;7;-61,1;1;1;1;2;1;1;9;1;1
Alcázares (Los);30902;16.251;16.217;15.993;15.619;15.171;14.077;13.355;12.264;8.339;7.912;9.610;6.641;2.174;926;1.248;15,4;2,9;20;13,3;13,4;13,0;9,7;14,6;12,3;33;5.901;-2,1;3.198;9.330;6.880;1.190;1.249;527;25;47;661;14,0;14,6;6,2;18,6;18;-3;169;30;1;2;9;18;139;-4,2;29;11;1;3;1;2;9;2;2,9;189;35;28;7;134;27;47;60;20;0;0;0;7;13;-46,6;24.376;7.202;3.286;3.916;16.445;1.778;7.102;7.565;729;0;0;0;729;1;5.920;134;-19,0;6;15;17;13;29;19;21;7;8
Alcora (l');12005;10.821;10.856;11.029;11.150;11.068;10.765;10.535;10.297;5.455;5.366;9.804;1.017;56;-116;172;0,5;0,1;95;16,7;14,6;18,7;11,4;18,7;15,3;25;4.678;-0,1;2.605;8.842;5.513;1.657;1.692;610;0;119;943;6,0;10,1;1,8;-2,0;12;-3;259;163;18;94;22;29;96;0,3;67;5;0;1;3;5;52;1;-16,0;159;56;51;5;94;12;28;54;9;0;0;0;2;7;-37,7;23.469;11.620;1.595;10.025;11.356;1.083;2.055;8.218;493;0;0;0;493;0;n.d.;49;-31,6;378;23;37;12;15;1;1;141;137
Alcover;43005;5.143;5.140;5.143;5.100;4.962;4.731;4.500;4.405;2.593;2.550;4.453;690;412;281;131;8,7;1,7;46;12,2;11,7;12,7;6,9;12,9;13,9;11;1.667;-3,8;1.020;4.376;2.664;923;769;412;0;59;318;14,6;14,9;8,7;21,2;4;0;89;46;3;9;11;23;43;-7,0;10;4;1;1;0;1;3;0;11,1;71;25;24;1;40;5;12;23;6;0;0;0;0;6;-16,9;8.559;929;394;535;7.221;198;4.943;2.080;409;0;0;0;409;0;n.d.;19;-32,1;25;5;5;5;5;2;5;12;7
Alcoy/Alcoi;03009;60.837;61.093;61.417;61.552;61.698;60.700;60.590;60.931;29.690;31.147;57.367;3.470;137;-462;599;0,2;0,0;130;19,3;17,8;20,7;9,7;20,6;22,0;127;25.477;12,1;14.601;40.303;28.211;4.939;7.096;4.037;60;181;2.875;3,4;3,2;-4,7;10,4;42;-10;1.053;658;12;24;123;499;395;-11,6;238;63;36;25;29;3;58;24;-14,8;1.201;413;340;73;741;213;182;346;47;0;1;1;7;38;-22,1;130.792;53.376;11.600;41.776;60.219;17.045;23.593;19.581;17.197;0;11.000;2.144;4.053;2;26.570;272;-14,1;109;155;136;169;114;17;14;106;142
Alcúdia;07003;19.586;19.243;19.112;19.071;18.327;17.435;16.176;15.897;9.941;9.645;13.266;6.320;2.151;849;1.302;12,3;2,4;60;7,0;8,0;6,3;7,7;6,7;7,4;44;9.117;6,9;5.373;15.675;10.678;1.690;3.298;1.292;69;35;1.911;10,4;10,8;6,8;10,9;22;-3;250;51;5;3;26;17;199;-28,5;19;8;1;2;1;1;5;1;-32,3;368;114;95;19;216;53;56;107;38;0;0;2;9;27;-40,2;37.618;14.276;2.728;11.548;18.515;2.599;7.350;8.566;4.827;0;0;2.000;2.827;0;n.d.;257;-20,6;76;26;11;37;64;592;838;52;59
Alcúdia (l');46019;11.437;11.432;11.246;11.378;11.331;11.105;11.005;10.838;5.607;5.830;10.543;894;332;141;191;3,0;0,6;24;13,6;14,2;13,0;13,2;14,9;10,9;26;4.844;34,1;3.012;8.705;5.512;1.702;1.510;582;18;44;847;2,4;5,0;-3,2;-0,3;11;0;187;101;10;9;44;38;86;-16,7;40;15;1;1;2;1;18;2;-25,0;199;55;48;7;136;20;40;76;8;0;0;1;2;5;-28,4;33.969;8.206;1.301;6.905;22.498;998;10.417;11.083;3.265;0;0;1.300;1.965;0;n.d.;47;-29,2;21;20;20;20;15;2;2;16;16
Alcúdia de Crespins (l');46020;5.304;5.289;5.318;5.230;5.206;4.929;4.818;4.933;2.649;2.655;4.601;703;375;193;182;7,6;1,5;5;20,2;18,6;22,0;11,3;22,7;19,2;11;1.761;43,1;1.072;4.036;2.316;669;1.075;289;0;170;592;8,3;10,2;3,2;7,5;4;-1;96;49;1;7;5;36;47;-17,0;19;5;3;0;1;1;8;1;-17,4;61;29;26;3;27;4;4;19;5;0;0;0;0;5;-40,1;13.023;5.045;820;4.225;7.194;170;419;6.605;784;0;0;0;784;0;n.d.;11;-40,0;8;7;8;6;4;0;0;6;7
Aldaia;46021;30.874;30.645;30.303;29.914;29.173;28.138;27.704;27.028;15.481;15.393;29.017;1.857;2.736;2.204;532;9,7;1,9;16;20,5;20,2;20,9;15,2;21,2;21,7;64;13.085;20,0;7.579;19.550;13.810;2.810;2.966;1.526;86;144;1.174;7,5;8,7;-2,7;12,6;22;-2;566;419;15;35;97;272;147;-12,6;159;18;11;20;30;11;60;9;-24,4;593;98;81;17;474;217;94;163;21;0;1;4;3;13;-22,1;119.899;17.525;2.509;15.016;83.927;27.296;29.316;27.315;18.447;0;15.783;1.689;975;1;135.000;184;-17,0;122;99;119;84;61;12;9;73;78
Aldea (L');43904;4.530;4.513;4.376;4.063;3.966;3.927;3.795;3.693;2.421;2.109;3.421;1.109;603;79;524;15,4;2,9;30;11,3;13,2;8,8;5,4;11,2;15,5;10;1.400;2,1;644;3.870;2.152;1.041;680;205;0;47;425;10,1;14,3;2,0;10,6;4;0;87;27;5;5;6;11;60;-13,8;15;12;0;0;1;0;2;0;-21,1;80;32;31;1;34;5;7;22;14;0;0;1;0;13;-16,5;9.719;580;480;100;7.524;492;1.278;5.754;1.615;0;0;634;981;0;n.d.;23;-43,9;18;6;5;7;5;3;3;18;9
Aldea de San Nicolás (La);35020;8.633;8.626;8.623;8.539;8.403;8.431;8.409;8.299;4.378;4.255;7.401;1.232;202;-306;508;2,4;0,5;124;20,0;21,9;18,1;14,4;22,1;18,4;18;2.012;-14,2;1.153;6.636;3.398;1.966;1.278;386;7;24;855;5,7;7,8;3,1;4,4;5;0;52;28;2;2;6;18;24;-19,7;11;10;0;0;0;0;1;0;-35,3;115;32;26;6;45;6;11;28;38;0;0;0;3;35;-39,7;10.467;3.756;299;3.457;3.444;683;884;1.877;3.267;0;0;0;3.267;0;n.d.;36;-26,4;2;10;4;15;6;1;3;3;4
Aledo;30006;1.025;1.044;1.053;1.066;1.055;1.046;1.045;1.058;515;510;932;93;-21;-20;-1;-2,0;-0,4;50;7,8;8,6;6,5;8,2;8,8;5,7;2;242;-21,0;82;1.025;637;135;250;111;13;0;129;14,9;14,2;8,9;20,5;1;0;11;5;0;2;0;3;6;-7,7;2;2;0;0;0;0;0;0;-50,0;7;3;3;0;3;0;1;2;1;0;0;0;0;1;-30,0;521;197;197;0;221;0;25;196;103;0;0;0;103;0;n.d.;5;-61,5;0;1;1;0;1;0;1;1;1
Alella;08003;9.610;9.570;9.557;9.397;9.260;8.998;9.013;8.940;4.716;4.894;8.797;813;612;563;49;6,8;1,3;10;7,4;6,7;7,9;2,2;8,1;8,5;18;3.433;-8,2;1.929;8.337;5.143;976;2.195;1.590;12;3;613;9,0;7,4;5,5;14,4;5;-1;94;34;3;2;4;25;60;-8,1;25;6;3;2;2;2;6;4;-21,9;71;28;24;4;36;4;8;24;7;0;0;0;1;6;-33,5;7.448;2.041;686;1.355;4.968;119;605;4.244;439;0;0;0;439;0;n.d.;26;-34,9;4;6;7;5;5;4;5;7;10
Alfacar;18011;5.513;5.508;5.444;5.401;5.401;5.316;5.178;5.107;2.790;2.723;5.326;187;197;149;48;3,7;0,7;17;18,1;19,5;16,5;13,0;20,7;15,9;11;1.658;-10,6;1.040;4.585;2.703;739;1.150;566;6;15;556;11,1;13,0;7,4;9,2;3;0;84;45;0;2;1;42;39;-14,5;10;5;0;1;1;1;1;1;-31,3;40;12;9;3;22;3;7;12;6;0;0;0;3;3;-34,3;3.813;752;295;457;2.851;236;889;1.726;210;0;0;0;210;0;n.d.;18;-20,8;2;3;3;3;4;0;0;2;3
Alfafar;46022;20.852;20.728;20.730;20.853;20.655;20.321;20.322;19.877;10.300;10.552;18.114;2.738;531;-108;639;2,6;0,5;10;21,7;22,1;21,3;15,7;23,4;21,2;42;8.758;14,8;5.049;13.539;9.531;1.536;2.508;970;1;123;1.378;-0,1;0,3;-8,0;3,3;13;0;215;108;1;6;12;89;107;-10,9;41;6;2;4;9;1;16;3;-6,5;339;83;74;9;234;44;88;102;22;0;1;4;6;11;-19,0;127.094;10.099;1.748;8.351;111.855;13.860;51.487;46.508;5.140;0;2.500;1.111;1.529;0;n.d.;70;-26,0;9;55;29;75;27;30;17;21;23
Alfara del Patriarca;46025;3.182;3.201;3.107;3.032;2.985;2.858;2.764;2.801;1.580;1.602;2.895;287;324;189;135;11,3;2,2;2;15,2;15,3;14,6;10,4;16,3;15,2;7;1.018;-6,0;531;2.136;1.450;300;383;178;0;2;206;8,0;8,1;-0,7;15,6;3;0;40;21;1;3;5;12;19;-25,4;7;2;0;1;1;0;2;1;-22,2;46;25;23;2;16;1;4;11;5;0;0;0;1;4;-49,5;8.186;6.061;746;5.315;1.530;10;67;1.453;595;0;0;0;595;0;n.d.;9;-35,7;1;4;3;4;2;0;0;3;5
Alfarnate;29003;1.300;1.323;1.338;1.348;1.362;1.365;1.386;1.398;664;636;1.270;30;-65;-73;8;-4,8;-1,0;34;11,8;15,1;7,4;11,5;11,9;11,7;3;290;-14,7;69;1.025;603;242;175;50;2;3;125;9,9;12,5;14,2;-2,7;2;0;13;7;0;0;0;7;6;-16,7;1;1;0;0;0;0;0;0;0,0;16;5;5;0;6;1;1;4;5;0;0;0;0;5;-31,7;1.345;307;307;0;778;7;50;721;260;0;0;0;260;0;n.d.;6;-45,5;1;1;0;1;1;0;0;1;1
Alfarp;46026;1.579;1.604;1.534;1.543;1.441;1.423;1.344;1.369;820;759;1.434;145;156;61;95;11,0;2,1;21;10,6;10,7;10,0;5,4;12,5;9,4;4;378;-20,9;225;1.329;770;275;287;88;0;35;161;5,8;10,5;-8,3;9,7;2;0;32;19;3;6;2;8;13;-12,2;13;10;0;1;0;1;1;0;0,0;21;11;11;0;9;1;2;6;1;0;0;0;0;1;-17,6;676;284;284;0;377;84;84;209;15;0;0;0;15;0;n.d.;3;-70,0;3;2;4;1;1;0;0;2;2
Alfarrasí;46027;1.303;1.299;1.298;1.296;1.313;1.297;1.302;1.281;647;656;1.183;120;6;-15;21;0,5;0,1;6;12,0;8,2;15,9;9,2;13,3;10,9;3;319;-20,1;180;1.220;750;193;273;132;0;17;128;8,2;7,1;-8,1;27,1;3;0;33;25;2;3;1;19;8;0,0;6;1;1;1;1;1;1;0;16,7;12;5;4;1;4;1;1;2;3;0;0;0;0;3;-43,2;1.419;537;167;370;529;100;11;418;353;0;0;0;353;0;n.d.;3;-57,1;6;2;3;1;1;0;0;3;3
Alfàs del Pi (l');03011;21.964;21.670;21.332;21.011;20.939;19.913;18.469;16.843;10.998;10.966;9.378;12.586;2.051;459;1.592;10,3;2,0;19;8,2;7,3;9,1;4,0;9,2;8,3;47;9.465;3,3;6.014;15.888;10.723;2.127;3.001;1.548;8;11;1.471;8,2;6,6;6,6;15,7;19;-9;258;45;3;2;16;24;213;-30,7;53;22;4;8;9;2;6;2;-1,8;353;71;53;18;253;21;100;132;29;0;3;1;14;11;-30,0;74.825;17.205;1.642;15.563;45.662;1.061;18.536;26.065;11.958;0;9.830;911;1.217;0;n.d.;176;-16,7;9;39;37;40;39;205;130;28;32
Alforja;43009;1.865;1.866;1.897;1.851;1.814;1.730;1.584;1.488;964;901;1.696;169;135;87;48;7,8;1,5;38;12,9;11,9;13,3;6,9;14,1;13,8;4;501;-15,1;285;1.614;950;363;301;164;0;1;136;19,6;23,7;7,7;23,4;1;0;33;12;0;2;2;8;21;-5,3;6;2;0;0;1;2;0;1;-14,3;13;7;6;1;6;1;2;3;0;0;0;0;0;0;-34,3;909;673;360;313;236;33;84;119;0;0;0;0;0;0;n.d.;6;-45,5;2;1;1;1;2;0;0;1;2
Algaida;07004;5.367;5.273;5.116;5.050;4.827;4.527;4.339;4.258;2.787;2.580;4.511;856;840;578;262;18,6;3,5;90;8,8;9,2;8,7;7,0;8,4;10,4;11;1.887;-9,6;997;4.670;3.039;777;834;382;1;5;466;14,1;13,1;14,4;17,8;4;-1;125;25;2;3;2;18;100;-21,2;9;5;0;0;1;0;2;1;-47,1;24;10;7;3;11;1;5;5;3;0;0;0;0;3;-28,4;11.542;1.017;105;912;9.091;131;8.629;331;1.434;0;0;0;1.434;0;n.d.;21;-38,9;3;3;3;3;6;1;2;3;5
Algar;11003;1.467;1.505;1.538;1.544;1.564;1.588;1.613;1.644;753;714;1.459;8;-121;-124;3;-7,6;-1,6;27;25,0;18,7;30,5;22,6;27,0;21,8;3;266;-15,8;84;1.193;766;153;278;91;0;0;183;12,8;11,8;15,9;13,7;1;-1;13;7;1;0;0;6;6;0,0;2;2;0;0;0;0;0;0;0,0;15;9;9;0;3;0;2;1;3;0;0;0;0;3;-24,8;789;481;481;0;136;0;89;47;172;0;0;0;172;0;n.d.;10;-52,4;0;0;0;0;2;2;7;0;1
Algarinejo;18012;3.029;3.413;3.552;3.705;3.817;3.957;4.078;4.184;1.547;1.482;2.901;128;-928;-952;24;-23,5;-5,2;92;4,9;5,4;3,2;5,1;6,3;2,6;7;754;-17,2;246;2.705;1.479;734;466;146;1;2;343;7,3;5,2;6,7;15,2;3;0;25;12;0;0;0;12;13;-7,4;2;1;0;0;0;0;1;0;-33,3;29;13;13;0;13;3;4;6;3;0;0;0;0;3;-46,9;2.250;1.349;1.349;0;604;149;195;260;297;0;0;0;297;0;n.d.;15;-37,5;1;2;1;2;3;0;1;1;1
Algarrobo;29005;6.584;6.539;6.350;6.219;6.144;5.907;5.668;5.275;3.323;3.261;5.325;1.259;677;277;400;11,5;2,2;10;15,9;17,9;13,9;14,3;18,6;10,7;13;1.872;-15,0;963;4.644;2.506;978;1.154;422;0;20;718;11,3;12,0;9,3;11,5;4;-1;47;15;0;3;2;10;32;-16,1;17;16;0;0;1;0;0;0;-22,7;63;21;15;6;35;4;17;14;7;0;0;1;1;5;-36,6;4.675;1.082;524;558;2.659;68;1.419;1.172;934;0;0;750;184;0;n.d.;46;-18,3;2;7;6;7;7;1;0;4;3
Algeciras;11004;116.917;117.810;116.417;116.209;115.333;114.012;112.937;111.283;57.858;59.059;108.779;8.138;2.905;580;2.325;2,5;0,5;86;21,3;18,6;23,5;15,9;22,8;21,1;240;47.524;26,5;30.872;82.986;56.316;9.062;17.638;7.850;141;498;9.119;7,2;7,8;-0,4;9,5;64;-8;841;285;16;14;104;151;556;4,4;384;220;19;27;41;10;44;23;-19,2;2.289;726;662;64;1.332;362;303;667;231;1;3;15;88;124;-24,0;333.195;57.314;16.790;40.524;110.937;22.546;28.025;60.366;164.944;29.425;116.767;9.768;8.984;3;48.303;766;-12,0;260;322;220;400;319;50;91;246;321
Algemesí;46029;28.358;28.293;28.329;28.308;27.770;27.272;27.326;26.740;14.029;14.329;25.697;2.661;1.086;295;791;4,0;0,8;41;17,8;17,8;17,8;15,5;20,4;13,4;56;10.790;12,9;6.587;18.109;12.649;2.378;3.125;1.427;6;66;1.583;3,0;4,3;-2,5;2,2;16;-7;288;153;5;16;44;88;135;-13,8;71;43;2;3;7;1;14;1;-16,9;359;115;108;7;222;47;49;126;22;0;0;2;1;19;-32,7;49.932;16.594;4.309;12.285;26.099;2.245;10.630;13.224;7.239;0;0;1.966;5.273;0;n.d.;119;-19,9;40;37;39;35;38;1;0;30;31
Algimia de Alfara;46030;1.048;1.049;1.028;1.086;1.078;1.039;1.003;980;526;522;983;65;9;52;-43;0,9;0,2;14;11,2;8,6;13,9;8,5;13,4;7,6;2;315;-11,2;140;767;460;171;136;43;0;9;84;0,8;4,8;-4,5;-4,9;2;-1;16;6;1;3;0;2;10;5,6;6;3;0;0;0;0;3;0;-25,0;14;4;2;2;8;1;2;5;2;0;0;0;0;2;-33,9;1.526;203;53;150;1.218;28;443;747;105;0;0;0;105;0;n.d.;1;-75,0;1;2;2;1;0;0;1;1;1
Alginet;46031;13.379;13.363;13.363;13.226;13.057;12.605;12.499;12.820;6.783;6.596;12.321;1.058;774;461;313;6,1;1,2;24;16,5;17,0;16,1;15,6;17,9;13,6;28;5.442;10,9;3.646;11.388;6.723;2.086;2.617;890;4;104;1.581;5,0;8,0;-0,2;1,9;9;0;199;71;7;6;27;31;128;-14,2;37;18;2;1;4;2;7;3;-15,2;147;49;42;7;91;16;20;55;7;0;0;0;3;4;-16,3;21.461;6.075;667;5.408;15.226;284;357;14.585;160;0;0;0;160;0;n.d.;29;-57,7;10;17;17;16;9;0;0;13;14
Algodonales;11005;5.768;5.800;5.743;5.732;5.734;5.726;5.706;5.630;2.925;2.843;5.649;119;42;14;28;0,7;0,1;134;16,7;18,0;15,1;12,2;19,6;14,0;10;813;-13,7;245;4.106;2.124;673;1.306;284;1;0;1.024;7,2;7,7;17,9;1,7;3;0;32;21;1;1;4;15;11;-2,3;9;6;1;0;0;0;2;0;-30,8;64;21;16;5;35;7;8;20;8;0;0;0;1;7;-41,5;4.446;733;343;390;3.268;475;1.285;1.508;445;0;0;0;445;0;n.d.;25;-35,0;1;4;3;6;6;1;2;2;4
Algorfa;03012;4.755;4.625;4.537;4.346;4.125;3.645;2.914;2.297;2.364;2.391;1.339;3.416;1.110;83;1.027;30,5;5,5;18;7,7;7,1;8,3;8,3;11,9;4,3;8;660;-26,7;366;2.302;1.717;284;311;117;0;36;148;23,9;31,7;12,3;0,0;2;-5;38;15;1;4;2;8;23;-34,4;5;3;0;0;1;0;1;0;0,0;22;6;5;1;8;1;2;5;8;0;0;0;4;4;-39,7;1.877;242;78;164;1.322;44;864;414;313;0;0;0;313;0;n.d.;9;-25,0;2;2;1;2;2;17;1;2;3
Alguazas;30007;9.460;9.288;9.146;8.978;8.855;8.572;8.177;7.832;4.936;4.524;7.854;1.606;888;624;264;10,4;2,0;24;18,1;17,6;19,2;12,0;19,2;19,5;17;2.144;-8,5;1.305;6.695;4.500;881;1.320;446;1;72;795;6,9;5,8;9,2;9,0;5;-1;73;38;3;2;15;18;35;-23,8;19;5;3;5;2;2;2;0;-17,4;64;16;14;2;41;3;5;33;7;0;0;0;1;6;-39,3;7.022;834;684;150;5.090;394;612;4.084;1.098;0;0;0;1.098;0;n.d.;21;-39,5;9;6;8;5;8;0;0;6;5
Algueña;03013;1.527;1.503;1.530;1.551;1.561;1.515;1.528;1.501;767;760;1.382;145;12;-24;36;0,8;0,2;18;19,0;16,7;22,3;12,4;22,6;15,8;4;480;-15,9;211;1.348;849;242;244;104;0;17;136;1,7;1,2;-0,8;5,8;2;0;46;33;1;26;0;6;13;4,1;10;2;0;0;0;7;1;0;-23,1;23;8;8;0;11;2;1;8;4;0;0;0;2;2;-37,6;2.489;226;226;0;1.968;111;1.440;417;295;0;0;0;295;0;n.d.;6;-33,3;19;3;6;1;1;0;0;7;7
Alhama de Almería;04011;3.847;3.835;3.824;3.779;3.724;3.587;3.522;3.438;1.961;1.886;3.421;426;260;113;147;7,2;1,4;26;18,6;18,6;18,4;18,2;19,6;16,5;8;943;-12,7;589;3.092;1.681;657;741;261;0;41;452;14,3;14,2;2,2;27,6;4;0;65;30;0;6;4;20;35;-12,2;5;3;0;0;0;0;2;0;-37,5;53;18;14;4;31;5;17;9;4;0;0;0;3;1;-34,6;9.597;1.523;171;1.352;8.022;488;1.050;6.484;52;0;0;0;52;0;n.d.;7;-58,8;3;3;1;4;1;0;0;3;4
Alhama de Granada;18013;6.214;6.188;6.097;6.062;6.035;6.016;6.137;6.184;3.313;2.901;5.277;937;198;-186;384;3,3;0,6;434;12,9;14,6;11,2;9,1;15,1;10,2;14;1.533;-14,2;692;5.131;2.589;1.500;1.018;320;3;52;667;13,5;11,5;14,5;17,5;6;-1;87;53;11;6;13;23;34;-2,1;22;21;0;0;0;0;1;0;-32,4;76;20;14;6;46;7;12;27;10;0;0;0;0;10;-34,1;6.683;770;200;570;5.280;383;3.589;1.308;633;0;0;0;633;0;n.d.;36;-24,0;3;7;7;6;9;1;7;5;5
Alhama de Murcia;30008;20.915;20.725;20.269;19.860;19.417;18.996;18.779;18.331;10.658;10.257;16.625;4.290;1.919;615;1.304;10,1;1,9;312;14,4;12,2;17,0;11,1;15,9;12,6;40;7.000;74,6;4.378;16.501;9.536;2.316;4.598;1.567;7;94;2.981;10,8;11,5;8,2;10,7;10;-3;287;152;17;12;18;105;135;-3,9;46;24;6;1;4;3;7;1;-32,4;225;42;36;6;164;25;36;103;19;0;0;1;7;11;-28,2;25.880;7.228;402;6.826;16.627;1.494;3.731;11.402;2.025;0;0;1.167;858;0;n.d.;97;-26,1;106;23;28;20;31;6;5;63;53
